lemma,features
kifida'bagacabaca,"river,verb,jussive,progressive,present,3ps"
kifida'bagacabada,"river,verb,jussive,progressive,present,1pp"
kifida'bagacabafa,"river,verb,jussive,progressive,present,2pp"
kifida'bagacabaga,"river,verb,jussive,progressive,present,3pp"
kifida'bagacacaba,"river,verb,jussive,progressive,future,2ps"
kifida'bagacacaca,"river,verb,jussive,progressive,future,3ps"
kifida'bagacacada,"river,verb,jussive,progressive,future,1pp"
kifida'bagacacafa,"river,verb,jussive,progressive,future,2pp"
kifida'bagacacaga,"river,verb,jussive,progressive,future,3pp"
kifida'bagadaba,"river,verb,jussive,habitual,present,1ps"
kifida'bagadaca,"river,verb,jussive,habitual,future,1ps"
kifida'bagadada,"river,verb,jussive,habitual,past,1pp"
kifida'bagadafa,"river,verb,jussive,habitual,past,2pp"
kifida'bagadaga,"river,verb,jussive,habitual,past,3pp"
kifida'bagadababa,"river,verb,jussive,habitual,present,2ps"
kifida'bagadabaca,"river,verb,jussive,habitual,present,3ps"
kifida'bagadabada,"river,verb,jussive,habitual,present,1pp"
kifida'bagadabafa,"river,verb,jussive,habitual,present,2pp"
kifida'bagadabaga,"river,verb,jussive,habitual,present,3pp"
kifida'bagadacaba,"river,verb,jussive,habitual,future,2ps"
kifida'bagadacaca,"river,verb,jussive,habitual,future,3ps"
kifida'bagadacada,"river,verb,jussive,habitual,future,1pp"
kifida'bagadacafa,"river,verb,jussive,habitual,future,2pp"
kifida'bagadacaga,"river,verb,jussive,habitual,future,3pp"
kifida'bagafaba,"river,verb,jussive,frequentative,present,1ps"
kifida'bagafaca,"river,verb,jussive,frequentative,future,1ps"
kifida'bagafada,"river,verb,jussive,frequentative,past,1pp"
kifida'bagafafa,"river,verb,jussive,frequentative,past,2pp"
kifida'bagafaga,"river,verb,jussive,frequentative,past,3pp"
kifida'bagafababa,"river,verb,jussive,frequentative,present,2ps"
kifida'bagafabaca,"river,verb,jussive,frequentative,present,3ps"
kifida'bagafabada,"river,verb,jussive,frequentative,present,1pp"
kifida'bagafabafa,"river,verb,jussive,frequentative,present,2pp"
kifida'bagafabaga,"river,verb,jussive,frequentative,present,3pp"
kifida'bagafacaba,"river,verb,jussive,frequentative,future,2ps"
kifida'bagafacaca,"river,verb,jussive,frequentative,future,3ps"
kifida'bagafacada,"river,verb,jussive,frequentative,future,1pp"
kifida'bagafacafa,"river,verb,jussive,frequentative,future,2pp"
kifida'bagafacaga,"river,verb,jussive,frequentative,future,3pp"
kifida'bagagaba,"river,verb,jussive,iterative,present,1ps"
kifida'bagagaca,"river,verb,jussive,iterative,future,1ps"
kifida'bagagada,"river,verb,jussive,iterative,past,1pp"
kifida'bagagafa,"river,verb,jussive,iterative,past,2pp"
kifida'bagagaga,"river,verb,jussive,iterative,past,3pp"
kifida'bagagababa,"river,verb,jussive,iterative,present,2ps"
kifida'bagagabaca,"river,verb,jussive,iterative,present,3ps"
kifida'bagagabada,"river,verb,jussive,iterative,present,1pp"
kifida'bagagabafa,"river,verb,jussive,iterative,present,2pp"
kifida'bagagabaga,"river,verb,jussive,iterative,present,3pp"
kifida'bagagacaba,"river,verb,jussive,iterative,future,2ps"
kifida'bagagacaca,"river,verb,jussive,iterative,future,3ps"
kifida'bagagacada,"river,verb,jussive,iterative,future,1pp"
kifida'bagagacafa,"river,verb,jussive,iterative,future,2pp"
kifida'bagagacaga,"river,verb,jussive,iterative,future,3pp"
kifida'baha,"river,verb,interrogative,perfective,past,1ps"
kifida'bahaba,"river,verb,interrogative,imperfective,past,1ps"
kifida'bahaca,"river,verb,interrogative,progressive,past,1ps"
kifida'bahada,"river,verb,interrogative,habitual,past,1ps"
kifida'bahafa,"river,verb,interrogative,frequentative,past,1ps"
kifida'bahaga,"river,verb,interrogative,iterative,past,1ps"
kifida'bahababa,"river,verb,interrogative,imperfective,present,1ps"
kifida'bahabaca,"river,verb,interrogative,imperfective,future,1ps"
kifida'bahabada,"river,verb,interrogative,imperfective,past,1pp"
kifida'bahabafa,"river,verb,interrogative,imperfective,past,2pp"
kifida'bahabaga,"river,verb,interrogative,imperfective,past,3pp"
kifida'bahacaba,"river,verb,interrogative,progressive,present,1ps"
kifida'bahacaca,"river,verb,interrogative,progressive,future,1ps"
kifida'bahacada,"river,verb,interrogative,progressive,past,1pp"
kifida'bahacafa,"river,verb,interrogative,progressive,past,2pp"
kifida'bahacaga,"river,verb,interrogative,progressive,past,3pp"
kifida'bahabababa,"river,verb,interrogative,imperfective,present,2ps"
kifida'bahababaca,"river,verb,interrogative,imperfective,present,3ps"
kifida'bahababada,"river,verb,interrogative,imperfective,present,1pp"
kifida'bahababafa,"river,verb,interrogative,imperfective,present,2pp"
kifida'bahababaga,"river,verb,interrogative,imperfective,present,3pp"
kifida'bahabacaba,"river,verb,interrogative,imperfective,future,2ps"
kifida'bahabacaca,"river,verb,interrogative,imperfective,future,3ps"
kifida'bahabacada,"river,verb,interrogative,imperfective,future,1pp"
kifida'bahabacafa,"river,verb,interrogative,imperfective,future,2pp"
kifida'bahabacaga,"river,verb,interrogative,imperfective,future,3pp"
kifida'bahacababa,"river,verb,interrogative,progressive,present,2ps"
kifida'bahacabaca,"river,verb,interrogative,progressive,present,3ps"
kifida'bahacabada,"river,verb,interrogative,progressive,present,1pp"
kifida'bahacabafa,"river,verb,interrogative,progressive,present,2pp"
kifida'bahacabaga,"river,verb,interrogative,progressive,present,3pp"
kifida'bahacacaba,"river,verb,interrogative,progressive,future,2ps"
kifida'bahacacaca,"river,verb,interrogative,progressive,future,3ps"
kifida'bahacacada,"river,verb,interrogative,progressive,future,1pp"
kifida'bahacacafa,"river,verb,interrogative,progressive,future,2pp"
kifida'bahacacaga,"river,verb,interrogative,progressive,future,3pp"
kifida'bahadaba,"river,verb,interrogative,habitual,present,1ps"
kifida'bahadaca,"river,verb,interrogative,habitual,future,1ps"
kifida'bahadada,"river,verb,interrogative,habitual,past,1pp"
kifida'bahadafa,"river,verb,interrogative,habitual,past,2pp"
kifida'bahadaga,"river,verb,interrogative,habitual,past,3pp"
kifida'bahadababa,"river,verb,interrogative,habitual,present,2ps"
kifida'bahadabaca,"river,verb,interrogative,habitual,present,3ps"
kifida'bahadabada,"river,verb,interrogative,habitual,present,1pp"
kifida'bahadabafa,"river,verb,interrogative,habitual,present,2pp"
kifida'bahadabaga,"river,verb,interrogative,habitual,present,3pp"
kifida'bahadacaba,"river,verb,interrogative,habitual,future,2ps"
kifida'bahadacaca,"river,verb,interrogative,habitual,future,3ps"
kifida'bahadacada,"river,verb,interrogative,habitual,future,1pp"
kifida'bahadacafa,"river,verb,interrogative,habitual,future,2pp"
kifida'bahadacaga,"river,verb,interrogative,habitual,future,3pp"
kifida'bahafaba,"river,verb,interrogative,frequentative,present,1ps"
kifida'bahafaca,"river,verb,interrogative,frequentative,future,1ps"
kifida'bahafada,"river,verb,interrogative,frequentative,past,1pp"
kifida'bahafafa,"river,verb,interrogative,frequentative,past,2pp"
kifida'bahafaga,"river,verb,interrogative,frequentative,past,3pp"
kifida'bahafababa,"river,verb,interrogative,frequentative,present,2ps"
kifida'bahafabaca,"river,verb,interrogative,frequentative,present,3ps"
kifida'bahafabada,"river,verb,interrogative,frequentative,present,1pp"
kifida'bahafabafa,"river,verb,interrogative,frequentative,present,2pp"
kifida'bahafabaga,"river,verb,interrogative,frequentative,present,3pp"
kifida'bahafacaba,"river,verb,interrogative,frequentative,future,2ps"
kifida'bahafacaca,"river,verb,interrogative,frequentative,future,3ps"
kifida'bahafacada,"river,verb,interrogative,frequentative,future,1pp"
kifida'bahafacafa,"river,verb,interrogative,frequentative,future,2pp"
kifida'bahafacaga,"river,verb,interrogative,frequentative,future,3pp"
kifida'bahagaba,"river,verb,interrogative,iterative,present,1ps"
kifida'bahagaca,"river,verb,interrogative,iterative,future,1ps"
kifida'bahagada,"river,verb,interrogative,iterative,past,1pp"
kifida'bahagafa,"river,verb,interrogative,iterative,past,2pp"
kifida'bahagaga,"river,verb,interrogative,iterative,past,3pp"
kifida'bahagababa,"river,verb,interrogative,iterative,present,2ps"
kifida'bahagabaca,"river,verb,interrogative,iterative,present,3ps"
kifida'bahagabada,"river,verb,interrogative,iterative,present,1pp"
kifida'bahagabafa,"river,verb,interrogative,iterative,present,2pp"
kifida'bahagabaga,"river,verb,interrogative,iterative,present,3pp"
kifida'bahagacaba,"river,verb,interrogative,iterative,future,2ps"
kifida'bahagacaca,"river,verb,interrogative,iterative,future,3ps"
kifida'bahagacada,"river,verb,interrogative,iterative,future,1pp"
kifida'bahagacafa,"river,verb,interrogative,iterative,future,2pp"
kifida'bahagacaga,"river,verb,interrogative,iterative,future,3pp"
kifida'baja,"river,verb,exclamatory,perfective,past,1ps"
kifida'bajaba,"river,verb,exclamatory,imperfective,past,1ps"
kifida'bajaca,"river,verb,exclamatory,progressive,past,1ps"
kifida'bajada,"river,verb,exclamatory,habitual,past,1ps"
kifida'bajafa,"river,verb,exclamatory,frequentative,past,1ps"
kifida'bajaga,"river,verb,exclamatory,iterative,past,1ps"
kifida'bajababa,"river,verb,exclamatory,imperfective,present,1ps"
kifida'bajabaca,"river,verb,exclamatory,imperfective,future,1ps"
kifida'bajabada,"river,verb,exclamatory,imperfective,past,1pp"
kifida'bajabafa,"river,verb,exclamatory,imperfective,past,2pp"
kifida'bajabaga,"river,verb,exclamatory,imperfective,past,3pp"
kifida'bajacaba,"river,verb,exclamatory,progressive,present,1ps"
kifida'bajacaca,"river,verb,exclamatory,progressive,future,1ps"
kifida'bajacada,"river,verb,exclamatory,progressive,past,1pp"
kifida'bajacafa,"river,verb,exclamatory,progressive,past,2pp"
kifida'bajacaga,"river,verb,exclamatory,progressive,past,3pp"
kifida'bajabababa,"river,verb,exclamatory,imperfective,present,2ps"
kifida'bajababaca,"river,verb,exclamatory,imperfective,present,3ps"
kifida'bajababada,"river,verb,exclamatory,imperfective,present,1pp"
kifida'bajababafa,"river,verb,exclamatory,imperfective,present,2pp"
kifida'bajababaga,"river,verb,exclamatory,imperfective,present,3pp"
kifida'bajabacaba,"river,verb,exclamatory,imperfective,future,2ps"
kifida'bajabacaca,"river,verb,exclamatory,imperfective,future,3ps"
kifida'bajabacada,"river,verb,exclamatory,imperfective,future,1pp"
kifida'bajabacafa,"river,verb,exclamatory,imperfective,future,2pp"
kifida'bajabacaga,"river,verb,exclamatory,imperfective,future,3pp"
kifida'bajacababa,"river,verb,exclamatory,progressive,present,2ps"
kifida'bajacabaca,"river,verb,exclamatory,progressive,present,3ps"
kifida'bajacabada,"river,verb,exclamatory,progressive,present,1pp"
kifida'bajacabafa,"river,verb,exclamatory,progressive,present,2pp"
kifida'bajacabaga,"river,verb,exclamatory,progressive,present,3pp"
kifida'bajacacaba,"river,verb,exclamatory,progressive,future,2ps"
kifida'bajacacaca,"river,verb,exclamatory,progressive,future,3ps"
kifida'bajacacada,"river,verb,exclamatory,progressive,future,1pp"
kifida'bajacacafa,"river,verb,exclamatory,progressive,future,2pp"
kifida'bajacacaga,"river,verb,exclamatory,progressive,future,3pp"
kifida'bajadaba,"river,verb,exclamatory,habitual,present,1ps"
kifida'bajadaca,"river,verb,exclamatory,habitual,future,1ps"
kifida'bajadada,"river,verb,exclamatory,habitual,past,1pp"
kifida'bajadafa,"river,verb,exclamatory,habitual,past,2pp"
kifida'bajadaga,"river,verb,exclamatory,habitual,past,3pp"
kifida'bajadababa,"river,verb,exclamatory,habitual,present,2ps"
kifida'bajadabaca,"river,verb,exclamatory,habitual,present,3ps"
kifida'bajadabada,"river,verb,exclamatory,habitual,present,1pp"
kifida'bajadabafa,"river,verb,exclamatory,habitual,present,2pp"
kifida'bajadabaga,"river,verb,exclamatory,habitual,present,3pp"
kifida'bajadacaba,"river,verb,exclamatory,habitual,future,2ps"
kifida'bajadacaca,"river,verb,exclamatory,habitual,future,3ps"
kifida'bajadacada,"river,verb,exclamatory,habitual,future,1pp"
kifida'bajadacafa,"river,verb,exclamatory,habitual,future,2pp"
kifida'bajadacaga,"river,verb,exclamatory,habitual,future,3pp"
kifida'bajafaba,"river,verb,exclamatory,frequentative,present,1ps"
kifida'bajafaca,"river,verb,exclamatory,frequentative,future,1ps"
kifida'bajafada,"river,verb,exclamatory,frequentative,past,1pp"
kifida'bajafafa,"river,verb,exclamatory,frequentative,past,2pp"
kifida'bajafaga,"river,verb,exclamatory,frequentative,past,3pp"
kifida'bajafababa,"river,verb,exclamatory,frequentative,present,2ps"
kifida'bajafabaca,"river,verb,exclamatory,frequentative,present,3ps"
kifida'bajafabada,"river,verb,exclamatory,frequentative,present,1pp"
kifida'bajafabafa,"river,verb,exclamatory,frequentative,present,2pp"
kifida'bajafabaga,"river,verb,exclamatory,frequentative,present,3pp"
kifida'bajafacaba,"river,verb,exclamatory,frequentative,future,2ps"
kifida'bajafacaca,"river,verb,exclamatory,frequentative,future,3ps"
kifida'bajafacada,"river,verb,exclamatory,frequentative,future,1pp"
kifida'bajafacafa,"river,verb,exclamatory,frequentative,future,2pp"
kifida'bajafacaga,"river,verb,exclamatory,frequentative,future,3pp"
kifida'bajagaba,"river,verb,exclamatory,iterative,present,1ps"
kifida'bajagaca,"river,verb,exclamatory,iterative,future,1ps"
kifida'bajagada,"river,verb,exclamatory,iterative,past,1pp"
kifida'bajagafa,"river,verb,exclamatory,iterative,past,2pp"
kifida'bajagaga,"river,verb,exclamatory,iterative,past,3pp"
kifida'bajagababa,"river,verb,exclamatory,iterative,present,2ps"
kifida'bajagabaca,"river,verb,exclamatory,iterative,present,3ps"
kifida'bajagabada,"river,verb,exclamatory,iterative,present,1pp"
kifida'bajagabafa,"river,verb,exclamatory,iterative,present,2pp"
kifida'bajagabaga,"river,verb,exclamatory,iterative,present,3pp"
kifida'bajagacaba,"river,verb,exclamatory,iterative,future,2ps"
kifida'bajagacaca,"river,verb,exclamatory,iterative,future,3ps"
kifida'bajagacada,"river,verb,exclamatory,iterative,future,1pp"
kifida'bajagacafa,"river,verb,exclamatory,iterative,future,2pp"
kifida'bajagacaga,"river,verb,exclamatory,iterative,future,3pp"
fopuji',"mountain,noun,nominative,singular"
fopuji'ba,"mountain,verb,indicative,perfective,past,1ps"
fopuji'baba,"mountain,verb,subjunctive,perfective,past,1ps"
fopuji'baca,"mountain,verb,imperative,perfective,past,1ps"
fopuji'bada,"mountain,verb,conditional,perfective,past,1ps"
fopuji'bafa,"mountain,verb,optative,perfective,past,1ps"
fopuji'baga,"mountain,verb,jussive,perfective,past,1ps"
fopuji'bababa,"mountain,verb,subjunctive,imperfective,past,1ps"
fopuji'babaca,"mountain,verb,subjunctive,progressive,past,1ps"
fopuji'babada,"mountain,verb,subjunctive,habitual,past,1ps"
fopuji'babafa,"mountain,verb,subjunctive,frequentative,past,1ps"
fopuji'babaga,"mountain,verb,subjunctive,iterative,past,1ps"
fopuji'bacaba,"mountain,verb,imperative,imperfective,past,1ps"
fopuji'bacaca,"mountain,verb,imperative,progressive,past,1ps"
fopuji'bacada,"mountain,verb,imperative,habitual,past,1ps"
fopuji'bacafa,"mountain,verb,imperative,frequentative,past,1ps"
fopuji'bacaga,"mountain,verb,imperative,iterative,past,1ps"
fopuji'babababa,"mountain,verb,subjunctive,imperfective,present,1ps"
fopuji'bababaca,"mountain,verb,subjunctive,imperfective,future,1ps"
fopuji'bababada,"mountain,verb,subjunctive,imperfective,past,1pp"
fopuji'bababafa,"mountain,verb,subjunctive,imperfective,past,2pp"
fopuji'bababaga,"mountain,verb,subjunctive,imperfective,past,3pp"
fopuji'babacaba,"mountain,verb,subjunctive,progressive,present,1ps"
fopuji'babacaca,"mountain,verb,subjunctive,progressive,future,1ps"
fopuji'babacada,"mountain,verb,subjunctive,progressive,past,1pp"
fopuji'babacafa,"mountain,verb,subjunctive,progressive,past,2pp"
fopuji'babacaga,"mountain,verb,subjunctive,progressive,past,3pp"
fopuji'bacababa,"mountain,verb,imperative,imperfective,present,1ps"
fopuji'bacabaca,"mountain,verb,imperative,imperfective,future,1ps"
fopuji'bacabada,"mountain,verb,imperative,imperfective,past,1pp"
fopuji'bacabafa,"mountain,verb,imperative,imperfective,past,2pp"
fopuji'bacabaga,"mountain,verb,imperative,imperfective,past,3pp"
fopuji'bacacaba,"mountain,verb,imperative,progressive,present,1ps"
fopuji'bacacaca,"mountain,verb,imperative,progressive,future,1ps"
fopuji'bacacada,"mountain,verb,imperative,progressive,past,1pp"
fopuji'bacacafa,"mountain,verb,imperative,progressive,past,2pp"
fopuji'bacacaga,"mountain,verb,imperative,progressive,past,3pp"
fopuji'badaba,"mountain,verb,conditional,imperfective,past,1ps"
fopuji'badaca,"mountain,verb,conditional,progressive,past,1ps"
fopuji'badada,"mountain,verb,conditional,habitual,past,1ps"
fopuji'badafa,"mountain,verb,conditional,frequentative,past,1ps"
fopuji'badaga,"mountain,verb,conditional,iterative,past,1ps"
fopuji'badababa,"mountain,verb,conditional,imperfective,present,1ps"
fopuji'badabaca,"mountain,verb,conditional,imperfective,future,1ps"
fopuji'badabada,"mountain,verb,conditional,imperfective,past,1pp"
fopuji'badabafa,"mountain,verb,conditional,imperfective,past,2pp"
